Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules
Hereditary Cancer Predisposition Syndrome,History of presence of inherited genetic predisposition syndrome that confers heightened susceptibility to cancer in the patient.,"Alpha-1 antitrypsin,Attenuated familial adenomatous polyposis,BAP1 mutant disease,Beckwith-Wiedemann,Biliary disorder,Birt-Hogg-Dube syndrome,Carney complex,Cirrhosis unknown etiology,Constitutional mismatch repair deficiency,Familial adenomatous polyposis,Familial gastrointestinal stromal tumor,Familial pancreatic cancer,Familial prostate cancer,Familial renal cancer,Fanconi anemia,Glycogen Storage Disease,Gorlin syndrome,Hereditary breast–ovarian cancer syndrome,Hereditary diffuse gastric cancer ,Hereditary leiomyoma-renal cell carcinoma,Hereditary melanoma,Hereditary mixed polyposis syndrome,Hereditary papillary RCC ,Hereditary papillary renal cell carcinoma,Hereditary paraganglioma–pheochromocytoma syndrome,Hereditary renal oncocytoma,Hereditary retinoblastoma ,Juvenile polyposis syndrome,Li-Fraumeni syndrome,Lynch syndrome,Melanoma–astrocytoma syndrome,Multiple endocrine neoplasia type I,Multiple endocrine neoplasia type II,MUTYH-associated polyposis,Nevoid basal cell carcinoma syndrome ,Not Applicable ,Not Reported,Peutz–Jeghers syndrome,Cowden syndrome,Rhabdoid tumor predisposition syndrome type I,Rhabdoid tumor predisposition syndrome type II,Rubinstein-Taybi syndrome,SDH associated renal cancer,Serrated polyposis syndrome,Tuberous sclerosis complex ,Turcot syndrome,Tyrosinemia,unknown,von Hippel-Lindau Syndrome",,,FALSE,Family History,,,
Cancer Associated Gene Mutations,Type of inherited germline or other gene mutations that confers heightened susceptibility to cancer identified in patient history,"APC mutation,ALK mutation,ARF mutation,ATM mutation,ATRX mutation,ACVR1 mutation,BAP1 mutation,BMPR1A mutation,BLM mutation,BRCA1 mutation,BRCA1 and 2 mutation,BRCA2 mutation,BRAF mutation,CDH1 mutation,CDKN2A mutation,CDKN2A and p14ARF mutation,CHK mutation,ETV6 mutation, EGFR mutation, FH mutation,FLCN mutation,GREM1 mutation,HOXB13 mutation,H3K27M mutation,H3G34R/V mutation,IKZF1 mutation,KIT mutation, KRAS mutation, MAX mutation,MEN1 mutation,MET mutation,MLH1 mutation,MSH2 mutation,MSH6 mutation,MUTYH mutation,NF1 mutation,NF2 mutation,Not Applicable,Not Reported,p14ARF mutation,PALB2 mutation,PAX5 mutation,PDGFRA mutation,PHOX2B mutation,PMS2 mutation,PolD mutation,PolE mutation,POT1 mutation,PRKAR1A mutation,PTCH mutation,PTEN mutation,ROS1 mutation,RB1 mutation,RET mutation,SDHAF2 mutation,SDHB mutation,SDHC mutation,SDHD mutation,SETD2 mutation,SMAD4 mutation,SMARCA4 mutation,SMARCB1 mutation,STK11 mutation,TMEM127 mutation,TP53 mutation,TSC1 mutation,TSC2 mutation,unknown,VHL mutation",,,FALSE,Family History,,,
Mutational Signatures,"Mutational signatures identified in the patient, includes signatures linked to selected exogenous carcinogens, endogenous and enzymatic modification of DNA or defective DNA repair. Note: Include only outputs of tests that were completed clinically for the participant and only include data from a diagnostic array that was completed prior to research sequencing was done. ","UV light induced mutations,Alkylating Agents (Temozolomide) induced mutations,Tobacco use associated mutations,age of cancer diagnosis,transcriptional strand bias,microsatellite instability (additions and deletions),methylated CpG sequences mutagenesis(deamination of 5-methyl-cytosine) ,Activation Induced Deaminases (AID) associated mutations,APOBEC enzymes associated mutations,altered activity of the error-prone polymerase POLε (POLE) ,localized substitution hypermutation (kataegis),DNA MMR Deficiency,Ig gene hypermutation,Signature 1A,Signature 1B,Signature 2,Signature 3,Signature 4,Signature 5,Signature 6,Signature 7,Signature 8,Signature 9,Signature 10,Signature 11,Signature 12,Signature 13,Signature 14,Signature 15,Signature 16,Signature 17,Signature 18,Signature 19,Signature 20,Signature 21,Other,Data not available,Not Applicable,Not Reported,unknown",,,FALSE,Molecular Test,,,
Mismatch Repair System Status,The text that best describes the condition or state of MMR (mismatch repair system) in the patient,"Mismatch repair deficiency MMRD, Mismatch repair proficiency MMPP, Microsatellite instability high MSIH, Microsatellite stable MSS, unknown or other",,,FALSE,Molecular Test,,,
Lab Tests for MMR Status,Laboratory tests used to evaluate the status of mismatch repair pathways,"IHC staining for mismatch repair proteins, PCR to evaluate microsatellite instability, MLH1 promoter methylation analysis, BRAF sequencing, Other, Not Applicable, unknown",,,FALSE,Molecular Test,,,
Mode of Cancer Detection,"Text term used to describe the mode of cancer detection, like standard of care screening or random detection","Standard of Care Screening, Clinical Examination of unrelated cancer symptoms, Incidentaloma, Interval Cancer, Data not available",,,FALSE,Diagnosis,,,
Gene Symbol,"The text term used to describe a gene targeted or included in molecular analysis. For rearrangements, this is should be used to represent the reference gene. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.",,,,TRUE,Molecular Test,,,
Molecular Analysis Method,The text term used to describe the method used for molecular analysis. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.,"Comparative Genomic Hybridization,Cytogenetics NOS,FISH,Flow Cytometry,IHC,ISH,Karyotype,Microarray,Microsatellite Analysis,Nuclear Staining,Other,RNA Sequencing,RT-PCR,Sequencing NOS,Southern Blotting,Targeted Sequencing,WGS,WXS,unknown,Not Reported,Not Applicable",,,TRUE,Molecular Test,,,
Test Result,The text term used to describe the result of the molecular test. If the test result was a numeric value see test_value. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.,"Abnormal NOS,Copy Number Reported,Equivocal,High,Intermediate,Loss of Expression,Low,Negative,Normal,Overexpressed,Positive,Test Value Reported,unknown,Not Reported,Not Applicable",,,TRUE,Molecular Test,,,
AA Change,Alphanumeric value used to describe the amino acid change for a specific genetic variant. Example: R116Q. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.,,,,FALSE,Molecular Test,,,
Antigen,The text term used to describe an antigen included in molecular testing. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.,"BCL6, CA-125, CA19-9, CCND1, CD10, CD117, CD138, CD14, CD15, CD19, CD20, CD22, CD23, CD25, CD3, CD30, CD33, CD34, CD45, CD5, CD56, CD7, CD79A, CEA, HLA-DR, Mesothelin, NSE, Squamous Cell Carcinoma Antigen, unknown, Not Reported",,,FALSE,Molecular Test,,,
Clinical Biospecimen Type,"The text term used to describe the biological material used for testing, diagnostic, treatment or research purposes. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.","Blood, Bone Marrow, Buccal Mucosa, Buffy Coat, Cerebrospinal Fluid, Connective Tissue, Embryonic Fluid, Embryonic Tissue, Feces, Granulocyte, Muscle Tissue, Nerve Tissue, Peritoneal Fluid, Plasma, Pleural Fluid, Saliva, Serum, Skin, Soft Tissue, Tissue NOS, Uninvolved Tissue NOS, Urine, unknown, Not Reported",,,FALSE,Molecular Test,,,
Blood Test Normal Range Upper,Numeric value used to describe the upper limit of the normal range used to describe a healthy individual at the institution where the test was completed.,,,,FALSE,Molecular Test,,,
Blood Test Normal Range Lower,Numeric value used to describe the lower limit of the normal range used to describe a healthy individual at the institution where the test was completed.,,,,FALSE,Molecular Test,,,
Cell Count,Numeric value used to describe the number of cells used for molecular testing. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.,,,,FALSE,Molecular Test,,,
Chromosome,"The text term used to describe a chromosome targeted or included in molecular testing. If a specific genetic variant is being reported, this property can be used to capture the chromosome where that variant is located. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.","chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr14,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22,chr23,chrM,chrX,chrY,unknown,Not Reported",,,FALSE,Molecular Test,,,
Clonality,The text term used to describe whether a genomic variant is related by descent from a single progenitor cell. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.,"Clonal, Non-clonal",,,FALSE,Molecular Test,,,
Copy Number,"Numeric value used to describe the number of times a section of the genome is repeated or copied within an insertion, duplication or deletion variant. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.",,,,FALSE,Molecular Test,,,
Cytoband,"Alphanumeric value used to describe the cytoband or chromosomal location targeted or included in molecular analysis. If a specific genetic variant is being reported, this property can be used to capture the cytoband where the variant is located. Format: [chromosome][chromosome arm].[band+sub-bands]. Example: 17p13.1. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.",,,,FALSE,Molecular Test,,,
Exon,"Exon number targeted or included in a molecular analysis. If a specific genetic variant is being reported, this property can be used to capture the exon where that variant is located. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.",,,,FALSE,Molecular Test,,,
Histone Family,"The text term used to describe the family, or classification of a group of basic proteins found in chromatin, called histones.","H1, H2A, H2B, H3, H4, unknown, Not Reported",,,FALSE,Molecular Test,,,
Histone Variant,"The text term used to describe a specific histone variants, which are proteins that substitute for the core canonical histones.","CENP-A, H2A-Bbd, H2A.X, H2A.Z,H2A.Z.1, H2A.Z.2, H2A.Z.2.2, H3.1, H3.2, H3.3, H3.5, H3.X, H3.Y, H3t (H3.4), mH2A, mH2A.1, mH2A.2, unknown, Not Reported",,,FALSE,Molecular Test,,,
Intron,"Intron number targeted or included in molecular analysis. If a specific genetic variant is being reported, this property can be used to capture the intron where that variant is located.",,,,FALSE,Molecular Test,,,
Laboratory Test,"The text term used to describe the medical testing used to diagnose, treat or further understand a patient's disease.","Absolute Neutrophil,Albumin,Alpha Fetoprotein,B-cell genotyping,Basophil,Beta 2 Microglobulin,Blood Urea Nitrogen,C-Reactive Protein,Calcium,Cellularity,Circulating Tumor Cells,Creatinine,Eosinophil,Epstein-Barr Virus,Glucose,Hematocrit,Hemoglobin,HPV-E6/E7,Human Chorionic Gonadotropin,Human Papillomavirus,Immunoglobulin A,Immunoglobulin G,Immunoglobulin M,Lactate Dehydrogenase,Leukocytes,Luteinizing Hormone,Lymphoblasts,Lymphocytes,M Protein,Metamyelocytes,Myeloblasts,Myelocytes,Neutrophil Bands,Platelets,Prolymphocytes,Promonocytes,Promyelocytes,Segmented Neutrophil,Serum Free Immunoglobulin Light Chain, Kappa,Serum Free Immunoglobulin Light Chain, Lambda,Serum Free Immunoglobulin Light Chain, NOS,Testosterone,Total Bilirubin,Total Protein,unknown,Not Reported",,,FALSE,Molecular Test,,,
Loci Abnormal Count,Numeric value used to describe the number of loci determined to be abnormal.,,,,FALSE,Molecular Test,,,
Loci Count,Numeric value used to describe the number of loci tested.,,,,FALSE,Molecular Test,,,
Locus,Alphanumeric value used to describe the locus of a specific genetic variant. Example: NM_001126114.,,,,FALSE,Molecular Test,,,
Mismatch Repair Mutation,The yes/no/unknown indicator used to describe whether the mutation included in molecular testing was known to have an affect on the mismatch repair process. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.,"Yes, No, unknown, Not Reported",,,FALSE,Molecular Test,,,
Molecular Consequence,The text term used to describe the molecular consequence of genetic variation. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.,"3 Prime UTR Variant, 5 Prime UTR Variant, Coding Sequence Variant, Downstream Gene Variant, Feature Elongation, Feature Truncation, Frameshift Variant, Incomplete Terminal Codon Variant, Inframe Deletion, Inframe Insertion, Intergenic Variant, Intron Variant, Mature miRNA Variant, Missense Variant, NMD Transcript Variant, Non-coding Transcript Exon Variant, Non-coding Transcript Variant, Protein Altering Variant, Regulatory Region Ablation, Regulatory Region Amplification, Regulatory Region Variant, Splice Acceptor Variant, Splice Donor Variant, Splice Region Variant, Start Lost, Stop Gain, Stop Lost, Stop Retained Variant, Synonymous Variant, TF Binding Site Variant, TFBS Ablation, TFBS Amplification, Transcript Ablation, Transcript Amplification, Upstream Gene Variant",,,FALSE,Molecular Test,,,
Pathogenicity,The text used to describe a variant's level of involvement in the cause of the patient's disease according to the standards outlined by the American College of Medical Genetics and Genomics (ACMG).,"Benign, Likely Benign, Likely Pathogenic, Pathogenic, Uncertain Significance",,,FALSE,Molecular Test,,,
Ploidy,Text term used to describe the number of sets of homologous chromosomes.,"Aneuploid, Diploid, Hyperdiploid, Hypodiploid, Near Diploid, Tetraploid, unknown, Not Reported",,,FALSE,Molecular Test,,,
Second Exon,"The second exon number involved in molecular variation. If a specific genetic variant is being reported, this property can be used to capture the second exon where that variant is located. This property is typically used for a translocation where two different locations are involved in the variation.",,,,FALSE,Molecular Test,,,
Second Gene Symbol,"The text term used to describe a secondary gene targeted or included in molecular analysis. For rearrangements, this is should represent the location of the variant. Note: This node is meant to capture molecular tests that were completed clinically for the participant and only includes data from diagnostic array that was completed prior to research sequencing was done. Do not include data related to research assay outputs here.",,,,FALSE,Molecular Test,,,
